,recipe,ingredients
4551,Rishi Tea Organic Herbal Tea Caffeine-Free Turmeric Ginger -- 15 Tea Bags,"ORGANIC GINGER ROOT,ORGANIC TURMERIC ROOT,ORGANIC LICORICE ROOT,ORGANIC LEMONGRASS,ORGANIC ORANGE PEEL,ESSENTIAL ORANGE AND LEMON OILS.,Organic ginger root, organic turmeric root, organic licorice root, organic lemongrass, organic orange peel, essential lemon peel, and orange and lemon oils.,Organic ginger root, organic licorice root, organic turmeric, organic lemongrass, organic orange peel, essential lemon & orange oils."
4552,"Vernors Ginger Soda, 12 fl oz","CARBONATED WATER,HIGH FRUCTOSE CORN SYRUP,CITRIC ACID,SODIUM BENZOATE (PRESERVATIVE),CARAMEL COLOR,NATURAL AND ARTIFICIAL FLAVORS,Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Caramel Color,Natural and Artificial Flavors."
4553,"Bob's Red Mill Yellow Popcorn, 27.0 OZ","Whole Grain Yellow Corn.,Whole yellow corn.Manufactured in a facility that also uses tree nuts, soy, wheat and milk.,Whole yellow corn.Manufactured in a facility that also uses tree nuts,soy,wheat and milk."
4554,"Van's Multigrain Baked Crackers, 5 oz","Van's Gluten Free Whole Grain Blend (Oats,Brown Rice Flour,Millet,Quinoa And Amaranth),Non-Gmo Expeller Pressed Canola Oil,Potato Starch,Brown Sugar,Rice Flour,Sesame Seeds,Salt,Yeast Extract,Sunflower Lecithin.,Van's gluten free whole grain blend (oats, brown rice flour, millet, quinoa and amaranth),non-gmo expeller pressed canola and/or sunflower oil,potato starch,brown sugar,rice flour,sesame seeds,salt,yeast extract,sunflower lecithin."
4555,"Osem Petit Beurre Biscuit Style Classic, 8.8 OZ","Wheat Flour,Sugar,Palm Oil,Leavening (Sodium Bicarbonate,Ammonium Bicarbonate),Sea Salt,Soy Lecithin,Artificial Flavors,Edible Acid (Citric Acid)."
4556,"Rice-A-Roni Rice Mix, Beef, 6.8 Oz","Rice,Wheat Flour,Salt,Onions*,Hydrolyzed Soy Protein,Carrots*,Sugar,Monosodium Glutamate,Caramel Color,Beef Broth*,Natural Flavor,Hydrolyzed Corn,Wheat,and Soy Protein,Garlic*,Autolyzed Yeast Extract,Chicken Fat,Disodium Inosinate,Ferric Orthophosphate,Niacin,Disodium Guanylate,Ferrous Sulfate,Thiamine Mononitrate,Tomatoes*,Sweetened Condensed Milk (Milk,Sugar),Folic Acid,Riboflavin*. Dried."
4557,"Tinkyada Pasta Joy Ready White Rice Pasta Spaghetti Style, 16.0 OZ","White Rice,Water."
4558,"Stacy's Pita Chips Multigrain, 7.33 OZ","Enriched Wheat Flour (Wheat Flour,Niacin,Reduced Iron,Thiamin Mononitrate,Riboflavin,Folic Acid),Sunflower Oil and/or Canola Oil,Whole Wheat Flour,Stone Ground Whole Wheat Flour,Sea Salt,and Less than 2% of the Following: Sesame Seeds,Organic Cane Sugar,Yeast,Rye Flour,Crushed Rye,Flaxseed,Corn Grits,Crushed Barley,Crushed Oats,Rye Sour,Salt,Cracked Wheat,Millet,Malted Barley Flour,Rye Malt,Rolled Wheat Flakes,Spice,Enzymes,Rosemary Extract (Antioxidant),and Ascorbic Acid (Antioxidant)."
4559,"Pringles BBQ Potato Crisps Chips, 2.5 ounce, ()","Dried Potatoes,Vegetable Oil (Contains one or more of the following: Corn Oil,Cottonseed Oil,Soybean Oil,and/or Sunflower Oil),Rice Flour,Wheat Starch,Maltodextrin,Sugar,Mono-And Digycerides,Contains 2% or Less of Salt,Tomato Powder,Monosodium Glutamate,Dextrose,Onion Powder,Citric Acid,Spice,Garlic Powder,Yeast Extract,Hydrolyzed Corn Protein,Malted Barley Flour,Natural Smoke Flavour,Malic Acid,Disodium Inosinate,Disodium Guanylate,Paprika Extract (Color),Natural Flavour,Vegetable Oil (Contains One Or More Of The Following, Corn Oil, Cottonseed Oil, Soybean Oil, And/Or Sunflower Oil),Mono-And Diglycerides,Contains 2% Or less Of Salt,Hydrolyzed Corn Inosinate,Natural Flavor."
4560,"Wrigley's Big Red Cinnamon Gum, single pack","Made Of: Sugar,Gum Base,Corn Syrup,Natural And Artificial Flavors; Less Than 2% of: Glycerol,Soy Lecithin,Color Added,Acesulfame K,Hydroxylated Soy Lecithin,Aspartame,BHT (To Maintain Freshness)."
4562,Boyd's Coffee Ground Coffee,"Medium Roast Coffee (Ground).,Medium Roast Coffee (Ground),."
4564,"Tadin Seven Blossoms Herbal Tea, 1.02 oz","Tila Star Flower (Tila Estrella),Linden Leaf and Flower (Tila Linden),Hand-Flower (Flor Manita),Lemon Balm Leaf (Toronjil),Passion Flower (Pasiflora),Peppermint Leaf (Menta),Spearmint Leaf (Yerbabuena),Valerian Root (Valeriana),Orange Oil (Aceite de Naranja),Linden flower, Valerian root, Passion flower, Manita flower, Tilia flower, Spearmint leaf, Peppermint leaf, Lemon balm leaf, Orange oil.,Linden Flower,Valerian Root,Passion Flower,Manita Flower,Tilia Flower,Spearmint Leaf,Peppermint Leaf,Lemon Balm Leaf,Orange Oil."
4565,Splenda Packets,"Dextrose,Maltodextrin,Sucralose."
4566,Golden State Fruit Pacific Coast Classic Dried Fruit Tray Gift,"1 lb., 10 oz. of Roasted Salted Almonds, Roasted Salted Pistachios in the Shell, Dates, Prunes, Dried Apricots, Dried Peaches and Dried Pears, Dried Plums and Dried Apples,1 lb.,10 oz. of Roasted Salted Almonds,Roasted Salted Pistachios in the Shell,Dates,Prunes,Dried Apricots,Dried Peaches and Dried Pears,Dried Plums and Dried Apples"
4567,Roland Mandarin Oranges Segments In Light Syrup,"Peeled Mandarin Orange Segments,Water,Sugar."
4569,McVitie's Milk Chocolate Digestives 10.5 oz(Pack of 3),"Wheat Flour, Milk Chocolate (29%)[Sugar, Cocoa Mass, Dried Skimmed Milk, Dried Whey, Butter Oil, Vegetable Fat, Emulsifiers (Soya Lecithin, E476), Natural Vanilla Flavouring], Vegetable Oil, Wholemeal, Sugar, Glucose-Fructose Syrup, Raising Agents (Sodium Bicarbonate, Tartaric Acid, Malic Acid), Salt. Contains Milk, Soya, Gluten,Wheat Flour,Milk Chocolate (29%),[Sugar,Cocoa Mass,Dried Skimmed Milk,Dried Whey,Butter Oil,Vegetable Fat,Emulsifiers (Soya Lecithin, E476),Natural Vanilla Flavouring],Vegetable Oil,Wholemeal,Sugar,Glucose-Fructose Syrup,Raising Agents (Sodium Bicarbonate, Tartaric Acid, Malic Acid),Salt. Contains Milk,Soya,Gluten"
4570,Orville Redenbacher's Naturals Simply Salted Popcorn,"Orville Redenbacher's Gourmet Popping Corn, Partially Hydrogenated Soybean Oil, Salt.,Orville Redenbacher's Gourmet Popping Corn,Partially Hydrogenated Soybean Oil,Salt."
4573,"Grove Square Cappuccino, Caramel, 12 Single Serve Cups (Pack of 3)","Partially Hydrogenated Vegetable Oil (May Contain Coconut, Soybean, Sunflower, Palm and/or Canola),Sugar,Corn Syrup Solids,Instant Coffee,Sodium Caseinate,Salt,Cocoa (Processed with Alkali),Dipotassium Phosphate,Natural and Artificial Flavors,Cornstarch,Mono- and Diglycerides,Silicon Dioxide,Soy Lecithin,Artificial Color,Sucralose."
4575,Nature's Path Organic Optimum Cereal Blueberry Cinnamon,"Whole Wheat Meal*,Wheat Bran*,Cane Sugar*,Soy Flour*,Flax*,Puffed Kamut Khorasan Wheat*,Barley Malt Extract*,Soy Fiber*,Oat Bran*,Freeze-Dried Blueberries*,Sea Salt,Cinnamon*,Tocopherols (Natural Vitamin E),. *Organic."
4577,"Garden of Eatin' Sweet Potato Corn Tortilla Chips, 7.5 oz","Organic Yellow Corn,Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil,Organic Sweet Potato,Evaporated Cane Juice,Salt,Natural Flavors with Milk,Yeast Extract,Extractives of Paprika,Malic Acid."
4579,"Celestial Seasons Iced Tea K-Cup, So Sweet, 12-Count","Evaporated Cane Juice,Black Tea,Tricalcium Phosphate (a Natural Free Flow Agent),and Stevia Extract (Natural Sweetener),."
4582,Ka-Me Rice Crackers,"Rice,Corn Oil,Green Nori Seaweed,Sea Salt and Soybean Tocopherols."
4583,Maxwell House International Cappuccino Original Cappuccino 8.3oz. (16 pack),"Sugar,Nondairy Creamer Corn Syrup Solids,Hydrogenated Coconut Oil,Sodium Caseinate (from Milk),Dipotassium Phosphate,Mono- and Diglycerides,Artificial Flavor,Instant Coffee,Maltodextrin,Contains Less than 2 of Cellulose Gum,Sodium Citrate,Silicon Dioxide."
4584,"The Original Dirty Sue Premium Olive Juice, 12.69-ounce Bottle","Olive Brine (Water, Salt, Olives),Lactic Acid,Traces Of Benzoate As A Preservative."
4585,"Ito En Jasmine Green Tea, Unsweetened, 16.9 Ounce (Pack of 12)","Purified Water, Jasmine Green Tea, Ascorbic Acid (Vitamin C).,Purified Water,Jasmine Green Tea,Ascorbic Acid (Vitamin C),."
4586,"Doritos Nacho Cheese Flavored Tortilla Chips, 50 Count","Corn,Vegetable Oil (Sunflower,Canola,and/or Corn Oil),Maltodextrin (Made from Corn),Salt,Cheddar Cheese (Milk,Cheese Cultures,Enzymes),Whey,Monosodium Glutamate,Buttermilk,Romano Cheese (Part-Skim Cow's Milk,Whey Protein Concentrate,Onion Powder,Corn Flour,Natural and Artificial Flavor,Dextrose,Tomato Powder,Lactose,Spices,Artificial Color (Including Yellow 6,Yellow 5,and Red 40),Lactic Acid,Citric Acid,Sugar,Garlic Powder,Skim Milk,Red and Green Bell Pepper Powder,Disodium Inosinate,and Disodium Guanylate."
4587,"Eden Foods Agar Agar Flakes, 1 oz","Edible Seaweed Gelidium,Seaweed Gelidium"
4588,"Muir Glen Organic Whole Peeled Tomato, 28-Ounce Cans (Pack of 12)","Organic tomatoes and tomato juice,sea salt,naturally derived citric acid,and calcium chloride."
4589,Hershey's Miniatures Classic Bag - 12oz,"Sugar; Chocolate; Cocoa Butter; Peanuts; Nonfat Milk; Milk; Milkfat; Crisp Rice (Rice Flour; Sugar; Malt Extract; Salt; Monoglycerides; Tocopherols, To Maintain Freshness); Contains 2% Or Less Of: Cocoa Processed With Alkali; Lactose (Milk); Soy Lecithin; Pgpr, Emulsifier; Salt; Artificial Flavor.,Sugar,Chocolate,Cocoa Butter,Peanuts,Milk,Nonfat Milk,Milk Fat,Rice Flour,Contains 2% or Less of: Cocoa Processed with Alkali,Lecithin (Soy),PGPR Emulsifier,Salt,Malt Extract,Monoglycerides,Natural Flavor and Artificial Flavor."
4590,"RiceSelect Texmati White Rice, Long Grain American Basmati, 32-Ounce Jars (Pack of 4)","Texmati Rice.,Texamati Rice"
4591,Push Pop - 1.06oz,"Sugar,Corn Syrup,Buffered Lactic Acid,Natural Artificial Flavored,Red 40."
4592,"Coke Zero 12oz, 20 Pk","Carbonated Water, Caramel Color, Phosphoric Acid, Aspartame, Potassium Benzoate (To Protect Taste), Natural Flavors, Potassium Citrate, Acesulfame Potassium, Caffeine.,Carbonated Water,Caramel Color,Phosphoric Acid,Aspartame,Potassium Benzoate (To Protect Taste),Natural Flavors,Potassium Citrate,Acesulfame Potassium,Caffeine."
4593,"Sprite Lemon-lime Soda 12 Oz, 8 Pk","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (To Protect Taste).,Carbonated Water,High Fructose Corn Syrup,Citric Acid,Natural Flavors,Sodium Citrate,Sodium Benzoate (To Protect Taste),."
4594,Pepsi Cola Caffeine Free Soda 2 L,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Sugar,Phosphoric Acid,Citric Acid,Natural Flavor."
4595,Canada Dry Ginger Ale 2 L,"Carbonated water,high fructose corn syrup,citric acid,sodium citrate,sodium benzoate (preservative),natural flavors,caramel color"
4596,Kid Twisted Fruit Grape,"Organic Apple Puree Concentrate,Organic Apple Juice Concentrate,Organic Natural Flavors,Malic Acid,Pectin,Colored with Fruit and Vegetable Juice,Organic Sunflower Oil,Organic Carnauba Wax.Vitamins & Minerals: Ascorbic Acid (Vit. C),Ferric Orthophosphate (Iron).,Organic Apple Puree,Organic Flavors,Malic Acid."
4597,Barbara's Hi Fiber Ultimate Cereal (6x12oz),"Whole Wheat,Whole Grain Oats,Wheat Bran,Evaporated Cane Sugar,Non-GMO Corn Flour,Oat Hull Fiber,Non-GMO Corn Bran,Fructan (NutraFloraÂ® Prebiotic Dietary Fiber),Oat Bran,Barley Malt Extract,Sea Salt,Baking Soda,Annatto (Color)."
4598,Gatorade Frost Glacier Freeze Sports Drink 12oz 12pk,"Water,Sugar,Citric Acid,Natural Flavor,Salt,Sodium Citrate,Monopotassium Phosphate,Sucralose,Acesulfame Potassium,Blue 1.,Dextrose,Modified Food Starch,Glycerol Ester of Rosin"
4599,Schweppes Ginger Ale - 6pk/10 Fl Oz Glass Bottles,"Carbonated Water, High Fructose Corn Syrup and/or Sugar, Citric Acid, Natural Flavors, Sodium Benzoate (preservative), Caramel Color.,Carbonated Water,High Fructose Corn Syrup and/or Sugar,Citric Acid,Natural Flavors,Sodium Benzoate (preservative),Caramel Color."
4600,Spelt Pretzels,"Among its 100+ products,dozens of Newmans Own foods are labeled as made with Organic Ingredients,which by US regulations means that 70 percent or more ingredients are organic,and many more are labeled Certified Organic,which means that 90 percent or more ingredients are completely organic,Organic Spelt Flour,Organic Sunflower Oil,Salt,Yeast And Soda. Contains: Wheat.,Yeast and Soda.,Organic Unbleached Wheat Flour,Organic Rye Flour,Organic Brown Rice Syrup,Organic Barley Malt,Yeast,Salt and Soda.,Organic Spelt Flour, Spelt Flour, Organic Sunflower Oil, Salt, Yeast and Sodium Bicarbonate."
4601,Pepperidge Farm Goldfish Whole Grain Cheddar - 6.6oz,"Made with Smiles and Whole Wheat Flour,Enriched Wheat Flour (Flour,Niacin,Reduced Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Vegetable Oils (Canola,and/or Sunflower),Cheddar Cheese ([Cultured Milk,Salt,Enzymes],Annatto),Contains 2 Percent or Less of: Yeast Extract,Natural Flavor,Paprika,Spices (Celery),Baking Soda,Monocalcium Phosphate,Dehydrated Onions,Annatto Extract for Color.,Whole Wheat Flour, Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Cheddar Cheese ([Cultured Milk, Salt, Enzymes], Annatto), Vegetable Oils (Canola, Sunflower And/Or Soybean), Contains 2 Percent Or Less Of: Salt, Autolyzed Yeast, Yeast, Leavening (Baking Soda, Monocalcium Phosphate, Ammonium Bicarbonate), Paprika, Spices And Dehydrated Onions.,Whole Wheat Flour,Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid),Cheddar Cheese ([Cultured Milk, Salt, Enzymes], Annatto),Vegetable Oils (Canola, Sunflower And/Or Soybean),Contains 2 Percent Or Less Of: Salt,Autolyzed Yeast,Yeast,Leavening (Baking Soda, Monocalcium Phosphate, Ammonium Bicarbonate),Spices And Dehydrated Onions."
4602,Osem Mini Mandel Croutons 14.1 Oz,"Wheat Flour (contains Gluten),Palm Oil,Sunflower Oil,Salt,Turmeric Extract."
4604,Hershey's Nuggets Milk Chocolate With Almonds 12 Oz,"Milk Chocolate [Cane Sugar,Milk,Chocolate,Cocoa Butter,Milk Fat,Lecithin (Soy),Natural Flavor],Almonds,Sunflower Oil"
4605,California Delicious Holiday Ugly Sweater Gift Tower,"Biscotti (1.5 oz each, 2 count),; Chocolate Mint Chip Maltballs (1.75 oz each, 1 count),; Chocolate-Covered Sandwich Cookies (4 count),; Chocolate Peppermint Covered Grahams (1 oz each, 2 count),; Godiva Truffles (4.25 oz each, 1 count),; Shortbread Cookies (2 oz each, 1 count),; Jelly Belly Assortment (1 oz each, 1 count)"
4606,Hershey's Nuggets Milk Chocolate 12 Oz,"Milk Chocolate [Cane Sugar,Milk,Chocolate,Cocoa Butter,Milk Fat,Lecithin (Soy),Natural Flavor]."
4607,Twizzlers Strawberry Twists 24 oz. Bag,"Corn Syrup,Enriched Wheat Flour (Flour,Niacin,Ferrous Sulfate,Thiamin Mononitrate,Riboflavin,and Folic Acid),Sugar,Cornstarch,Contains 2% or Less of Salt,Artificial Flavor,Mono and Diglycerides,Citric Acid,Potassium Sorbate (Preservative),Artificial Color (Red 40),Mineral Oil,Soy Lecithin,Glycerin."
4608,Pepperidge Farm Goldfish Cheddar - 6.6oz,"Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Cheddar Cheese ([Cultured Milk, Salt, Enzymes], Annatto), Vegetable Oils (Canola, Sunflower And/Or Soybean), Contains 2 Percent Or Less Of: Salt, Yeast, Sugar, Autolyzed Yeast, Leavening (Baking Soda, Monocalcium Phosphate, Ammonium Cibarbonate), Paprika, Spices (Contains Celery) And Dehydrated Onions.,Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid),Cheddar Cheese ([Cultured Milk, Salt, Enzymes], Annatto),Vegetable Oils (Canola, Sunflower And/Or Soybean),Contains 2 Percent Or Less Of: Salt,Yeast,Sugar,Autolyzed Yeast,Leavening (Baking Soda, Monocalcium Phosphate, Ammonium Cibarbonate),Paprika,Spices (Contains Celery),And Dehydrated Onions."
4610,"Dr. McDougall's Right Foods, Light Sodium Lentil Soup, 18-Ounce Packages (Pack of 6)","Filtered Water,Lentils,Vegetables (Onion, Carrots, Celery, Tomatoes, Garlic),Natural Flavor (Non Animal Source),Yeast Extract,Potato Starch,Spices,Sea Salt."
4611,"Aunt Gussie's No Sugar Added Raisin Almond Biscotti, 8-Ounce Tubs (Pack of 4)","Organic wheat flour, maltitol (sweetener), expeller pressed canola oil, eggs, raisins, almonds, natural almond flavor, and baking powder (aluminum free)."
4612,Good Earth Teas Organic Sweet and Spicy Herbal Caffeine Free Tea Bag,"Organic Rooibos,organic chicory root,organic cinnamon,organic rosehip,organic honeybush,natural flavor,organic lemongrass,organic chamomile,organic peppermint,organic ginger root,organic orange oil,organic orange peel."
4614,SimplyProtein Chips,"Calories (140),FatLipides (4 g, 6%),Saturated Fats (0.3 g, 2%),Cholesterol,Sodium (330 mg, 14%),Potassium (95 mg, 3%),CarbohydrateGlucides (11 g, 4%),Fibre (1 g, 3%),Sugars (2 g),Protein (15 g),Vitamin A,Vitamin C (8%),Calcium (8%),Iron (20%),Pea Protein Chips (Pea Protein Isolate, Dehydrated Potato Flakes, Potato Starch, Salt, Calcium Carbonate),Organic Canola Oil,Natural Cane Sugar,Seasoning"
4615,GEFEN Sour Salt,"Citric Acid.,Citric Acid. Filled by weight,Kosher"
4616,Coffee People Donut Shop Coffee Travel Mug Keurig Vue Portion Pack,"Arabica Coffee (100),."
4617,Koffee Kult Dark Roast Coffee Beans (2 Pounds Whole Bean) Highest Quality Delicious Organically Sourced Fair Trade - Whole Bean Coffee - Fresh Coffee Beans,"100% arabica coffee beans,100% Arabica Coffee Beans"
4618,"Emeril's Stock All Natural Chicken, 32-Ounce (Pack of 6)","Filtered Water, Organic Chicken Flavor (Organic Chicken Flavor, Sea Salt), Sea Salt, Organic Cane Sugar, Organic Chicken Fat, Natural Flavor (Yeast Extract), Organic Onion, Organic Garlic, Organic Chicken Stock, Organic Parsley, Natural Flavor (Yeast Extract), Organic Turmeric, Organic Celery Seed, Organic Thyme.,Organic Chicken Stock (Filtered Water, Organic Chicken Broth Concentrate Organic Chicken Flavor Organic Chicken Flavor, Sea Salt, Organic Chicken Stock Organic Chicken Stock, Water, Salt, Organic Chicken Fat, Organic Onion Juice Concentrate, Organic Carrot Juice Concentrate, Organic Cornstarch, Organic Tomato Paste, Organic Turmeric, Organic Flavor, Organic Spice, Organic Canola Oil),Organic Chicken Flavor (Organic Chicken Flavor, Sea Salt),Sea Salt,Organic Cane Sugar,Organic Chicken Fat."
4619,"Jif, Chocolate Hazelnut Spread, 13oz Jar (Pack of 3)","sugar,vegetable oils (rapeseed and palm),hazelnuts,cocoa processed with alkali,skim milk,whey powder (milk),contains 2 or less of: butter oil (milk),sunflower lecithin,natural flavors."
4620,"Lays Classic Potato Chips, 50 Count","Potatoes,Vegetable Oil (Sunflower,Corn and/or Canola Oil),and Salt.,Vegetable Oil (Sunflower, Corn and/or Canola Oil)"
4621,Dickinson's PURELY FRUIT Apricot Spreadable Fruit,"Fruit Syrup,Apricots,Lemon Juice Concentrate,Fruit Pectin."
4622,NESTLE HOT COCOA Mix Mini Marshmallows Flavor 6-0.71 oz. Packets,"Sugar,Corn Syrup Solids,Vegetable Oil (Partially Hydrogenated Coconut or Palm Kernel and Hydrogenated Soybean),Dairy Product Solids (from Milk),Cocoa Processed with Alkali,Marshmallows (Sugar,Corn Syrup,Dextrose,Modified Corn Starch,Gelatin,Artificial and Natural Flavor,Sodium Hexametaphosphate),Calcium Carbonate,and Less than 2% of Salt,Cellulose Gum,Sodium Caseinate,Dipotassium Phosphate,Sodium Citrate,Guar Gum,Nonfat Milk,Sodium Aluminosilicate,Mono- and Diglycerides,Artificial Flavors,Sucralose."
